4.852495718021313E-16 6.106360743046878E-14 
2.3530208248097306E-14 6.084922910635187E-16 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
3.849094535864431E-15 2.270231190717728E-14 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
4.852495718021313E-16 6.106360743046878E-14 
2.3530208248097306E-14 6.084922910635187E-16 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
4.852495718021313E-16 6.106360743046878E-14 
2.3530208248097306E-14 6.084922910635187E-16 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
4.852495718021313E-16 6.106360743046878E-14 
2.3530208248097306E-14 6.084922910635187E-16 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
4.852495718021313E-16 6.106360743046878E-14 
2.3530208248097306E-14 6.084922910635187E-16 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
4.852495718021313E-16 6.106360743046878E-14 
2.3530208248097306E-14 6.084922910635187E-16 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
4.4951068027381366E-15 1.2503223787834563E-14 
3.849094535864431E-15 2.270231190717728E-14 
2.3530208248097306E-14 6.084922910635187E-16 
4.852495718021313E-16 6.106360743046878E-14 
1.2849589911001989E-14 3.1238629053383027E-15 
2.519358122170081E-15 2.94946639701561E-14 
