3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
2.8413696326107493E-16 5.03696639912504E-15 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
2.8413696326107493E-16 5.03696639912504E-15 
3.251599048537067E-14 7.440612886299926E-17 
8.840939616558124E-15 2.31105774815722E-16 
3.251599048537067E-14 7.440612886299926E-17 
